"gene_ID","gene_length","logFC","AveExpr","t","P.Value","adj.P.Val","set","enzyme","FDR_genomewide","FDR_within_set","CI_low","CI_high"
"PMG11_00064",1215,-0.195392147368407,7.20944294724572,0,0.986728577863723,0.999950541728852,NA,NA,0.999950541728852,NA,-0.909015893435639,0.518231598698825
"PMG11_00065",2457,-0.409766536628727,7.08535478473777,0,0.893521613782345,0.999950541728852,NA,NA,0.999950541728852,NA,-1.49576305166598,0.676229978408526
"PMG11_00066",1161,-0.702275618566258,3.6045452494618,0,0.707126666918146,0.999950541728852,NA,NA,0.999950541728852,NA,-2.04265461412761,0.638103376995092
"PMG11_00067",3579,-3.24914158193013,8.37546968975773,-6.83011537605626,0.000244259883907554,0.0312256131117862,NA,NA,0.0312256131117862,NA,-4.05413087132623,-2.44415229253403
"PMG11_00068",987,0.664293788134231,5.1401222356622,0,0.775722256535122,0.999950541728852,NA,NA,0.999950541728852,NA,-0.366209315032098,1.69479689130056
"PMG11_00069",1917,1.82777257076818,6.55936793135562,2.60765726798238,0.0201044397608364,0.29889277361607,NA,NA,0.29889277361607,NA,1.05177230796532,2.60377283357104
"PMG11_00070",5904,-0.0235161333363703,6.58399513437762,0,0.998061005744896,0.999950541728852,NA,NA,0.999950541728852,NA,-0.809180449126621,0.76214818245388
"PMG11_00072",1395,0.0608325342159008,3.15818847868109,0,0.973723888443597,0.999950541728852,NA,NA,0.999950541728852,NA,-1.96199825837519,2.08366332680699
"PMG11_00073",1374,2.34823730725961,2.5176020798157,1.95944621451086,0.0501771864793345,0.492349704221114,NA,NA,0.492349704221114,NA,0.666204971074185,4.03026964344503
"PMG11_00074",489,-0.275608129740219,4.4679033869124,0,0.915248061375291,0.999950541728852,NA,NA,0.999950541728852,NA,-1.58040906203539,1.02919280255496
"PMG11_00076",2319,0.292093152047886,6.43960898670407,0,0.917517997627068,0.999950541728852,NA,NA,0.999950541728852,NA,-0.929967079066244,1.51415338316202
"PMG11_00077",1401,0.388088444613573,5.06228351477669,0,0.919041403542017,0.999950541728852,NA,NA,0.999950541728852,NA,-0.584704346299742,1.36088123552689
"PMG11_00078",1440,0.739232339785507,7.12162272040644,0,0.736053657196197,0.999950541728852,NA,NA,0.999950541728852,NA,-0.223393786409524,1.70185846598054
"PMG11_00079",432,0.0247458124301954,5.3246468926035,0,0.997451124267648,0.999950541728852,NA,NA,0.999950541728852,NA,-0.817256416638039,0.86674804149843
"PMG11_00080",1062,-1.08384808712949,4.05927816922574,-0.192831828151188,0.428209835438471,0.999950541728852,NA,NA,0.999950541728852,NA,-2.14680531103564,-0.0208908632233262
"PMG11_00081",1296,-0.379616850135157,5.96822946294319,0,0.95838578730754,0.999950541728852,NA,NA,0.999950541728852,NA,-1.12263839720643,0.363404696936119
"PMG11_00082",897,-1.04470480636223,1.43393339078498,-0.060141832316935,0.493555511816645,0.999950541728852,NA,NA,0.999950541728852,NA,-2.86180514685271,0.772395534128256
"PMG11_00083",921,-1.53416116023573,1.40354289581475,-0.680236118443549,0.269750223788563,0.999950541728852,NA,NA,0.999950541728852,NA,-3.45377541268615,0.385453092214695
"PMG11_00086",2283,-1.45169531017443,2.47995364863972,-0.734883808427986,0.248585788882803,0.999950541728852,NA,NA,0.999950541728852,NA,-2.95424294705667,0.0508523267077983
"PMG11_00087",1962,-1.23465626916766,3.17590369715939,-0.421365054120452,0.347534929153109,0.999950541728852,NA,NA,0.999950541728852,NA,-2.59602256407534,0.126710025740015
"PMG11_00088",2556,-0.982553846244906,6.36701380974476,0,0.520745556079104,0.999950541728852,NA,NA,0.999950541728852,NA,-1.78712044659301,-0.177987245896803
"PMG11_00090",363,0.511798098038089,4.02502178084925,0,0.821127002467971,0.999950541728852,NA,NA,0.999950541728852,NA,-0.762308292213639,1.78590448828982
"PMG11_00091",3117,-1.66415403108093,7.6072576868894,-1.88310401169354,0.0543835680100251,0.510373314661564,NA,NA,0.510373314661564,NA,-2.52632987633529,-0.801978185826572
"PMG11_00092",681,-0.262034243048314,8.55793741612031,0,0.980474593055497,0.999950541728852,NA,NA,0.999950541728852,NA,-0.971897986394706,0.447829500298078
"PMG11_00093",657,-0.396161307032322,5.16935890601127,0,0.905464311400044,0.999950541728852,NA,NA,0.999950541728852,NA,-1.43727831702728,0.644955702962635
"PMG11_00094",1482,0.23997826400665,3.86842025376355,0,0.918483394628857,0.999950541728852,NA,NA,0.999950541728852,NA,-1.18848025501007,1.66843678302337
"PMG11_00095",2505,0.888884090355882,4.63590292232414,0,0.601704499696564,0.999950541728852,NA,NA,0.999950541728852,NA,-0.140778269208112,1.91854644991988
"PMG11_00096",813,-0.160589584240001,5.24044543244093,0,0.960585827703383,0.999950541728852,NA,NA,0.999950541728852,NA,-1.33367185398946,1.01249268550946
"PMG11_00097",4203,1.00933955479281,1.47962709926456,0.0121073428569416,0.515492296739747,0.999950541728852,NA,NA,0.999950541728852,NA,-0.876386842097349,2.89506595168297
"PMG11_00099",3198,1.05542111058193,4.80411723748513,0.133870285802881,0.450188476387362,0.999950541728852,NA,NA,0.999950541728852,NA,0.0433934542989736,2.06744876686489
"PMG11_00100",921,0.455121372281403,2.94393731049695,0,0.827644459284329,0.999950541728852,NA,NA,0.999950541728852,NA,-0.997665045572078,1.90790779013488
"PMG11_00101",1884,0.24303004251702,2.98423294055181,0,0.914781136939925,0.999950541728852,NA,NA,0.999950541728852,NA,-1.22532653468305,1.71138661971709
"PMG11_00102",4287,0.067029756377222,6.27954785825901,0,0.991486531227263,0.999950541728852,NA,NA,0.999950541728852,NA,-0.833354736708557,0.967414249463
"PMG11_00103",774,1.09347459530713,4.77908247709196,0.237332840938039,0.411022623611817,0.999950541728852,NA,NA,0.999950541728852,NA,0.130672331362243,2.05627685925201
"PMG11_00104",1287,0.249951577994371,5.80868247707892,0,0.971108497573574,0.999950541728852,NA,NA,0.999950541728852,NA,-0.574872561131341,1.07477571712008
"PMG11_00105",1473,0.741752524902316,4.79201087517603,0,0.742631175802835,0.999950541728852,NA,NA,0.999950541728852,NA,-0.178657958731772,1.6621630085364
"PMG11_00106",759,-0.546147356978798,5.74839129535132,0,0.888485308159078,0.999950541728852,NA,NA,0.999950541728852,NA,-1.3704099155131,0.278115201555507
"PMG11_00107",1062,-0.110003967527052,4.49026035870966,0,0.977611922916609,0.999950541728852,NA,NA,0.999950541728852,NA,-1.18967883030991,0.969670895255805
"PMG11_00108",252,-3.99817288139915,3.28124798597011,-4.04233745563447,0.00362016658497896,0.112174354778769,NA,NA,0.112174354778769,NA,-5.81128830788205,-2.18505745491625
"PMG11_00109",696,-0.535442647487076,6.80180371641001,0,0.908335400149815,0.999950541728852,NA,NA,0.999950541728852,NA,-1.29621851525514,0.225333220280987
"PMG11_00110",3123,0.770489083227685,6.49846862186881,0,0.767157666873028,0.999950541728852,NA,NA,0.999950541728852,NA,0.0482832479706659,1.4926949184847
"PMG11_00113",2544,0.36304628345753,6.37726765520328,0,0.966034883498546,0.999950541728852,NA,NA,0.999950541728852,NA,-0.349279451841653,1.07537201875671
"PMG11_00114",1041,0.0968621428437091,5.12111151520105,0,0.987629584050587,0.999950541728852,NA,NA,0.999950541728852,NA,-0.801331305824973,0.995055591512391
"PMG11_00115",978,-0.0155177874382568,5.43549714355081,0,0.998808774432903,0.999950541728852,NA,NA,0.999950541728852,NA,-0.784893063235492,0.753857488358979
"PMG11_00116",306,-1.0280977113056,6.15950588581442,-0.0918075363563264,0.465193971543756,0.999950541728852,NA,NA,0.999950541728852,NA,-1.77625680623772,-0.279938616373485
"PMG11_00117",1290,-0.835760281222029,6.34388482244997,0,0.711995063588731,0.999950541728852,NA,NA,0.999950541728852,NA,-1.51616266832605,-0.155357894118012
"PMG11_00118",1197,-0.572055452020043,4.89836270064404,0,0.850764885727642,0.999950541728852,NA,NA,0.999950541728852,NA,-1.50452666045614,0.360415756416057
"PMG11_00119",14751,-1.71180400488419,8.51218378271652,-1.95008968419097,0.0495780831008999,0.489736075910567,NA,NA,0.489736075910567,NA,-2.60409639548484,-0.819511614283551
"PMG11_00120",2589,0.675660426497707,5.77682023184136,0,0.793792438906965,0.999950541728852,NA,NA,0.999950541728852,NA,-0.233271373720964,1.58459222671638
"PMG11_00121",735,0.127098638627936,4.72232499708339,0,0.981571763488776,0.999950541728852,NA,NA,0.999950541728852,NA,-0.8080688655179,1.06226614277377
"PMG11_00122",1029,0.165056742620108,6.9159987897675,0,0.983025261220611,0.999950541728852,NA,NA,0.999950541728852,NA,-0.655371725894652,0.985485211134869
"PMG11_00123",1572,0.180765491618467,4.97193699447819,0,0.974904170018972,0.999950541728852,NA,NA,0.999950541728852,NA,-0.725901417238647,1.08743240047558
"PMG11_00124",1002,0.593472236349009,2.42112000554767,0,0.744901687141231,0.999950541728852,NA,NA,0.999950541728852,NA,-1.03435337810636,2.22129785080437
"PMG11_00125",726,-0.158444072741524,5.03190386190067,0,0.976546066540661,0.999950541728852,NA,NA,0.999950541728852,NA,-1.09366031268141,0.776772167198366
"PMG11_00126",924,-1.98475655569044,8.6756577972769,-1.74856146485275,0.0662812111596576,0.56861754602329,NA,NA,0.56861754602329,NA,-3.3614882946623,-0.608024816718579
"PMG11_00127",1590,0.591728615043334,5.31979601204073,0,0.862503316843428,0.999950541728852,NA,NA,0.999950541728852,NA,-0.246314267862286,1.42977149794895
"PMG11_00128",339,0.295503912630163,3.83902405625665,0,0.924182930102329,0.999950541728852,NA,NA,0.999950541728852,NA,-0.854124162697405,1.44513198795773
"PMG11_00129",2022,-0.0185020885119185,6.47256162496979,0,0.998655499589386,0.999950541728852,NA,NA,0.999950541728852,NA,-0.77557094389197,0.738566766868133
"PMG11_00130",1203,0.0181454060147521,6.40331069742629,0,0.998855092194891,0.999950541728852,NA,NA,0.999950541728852,NA,-0.709116467106746,0.74540727913625
"PMG11_00131",1251,-1.64705054357781,4.36832067972522,-1.02113699692501,0.176107333011716,0.999324737527076,NA,NA,0.999324737527076,NA,-3.19606525379849,-0.0980358333571332
"PMG11_00132",555,-0.632331019713176,7.85978435879182,0,0.711476191759631,0.999950541728852,NA,NA,0.999950541728852,NA,-2.68482479922277,1.42016275979642
"PMG11_00133",912,0.188024450000047,3.19457978973305,0,0.941040969733438,0.999950541728852,NA,NA,0.999950541728852,NA,-1.1706443703483,1.54669327034839
"PMG11_00134",1575,2.03714097188173,5.1012936864977,2.30760340779073,0.030400489949596,0.361814995613049,NA,NA,0.361814995613049,NA,0.938443900906394,3.13583804285707
"PMG11_00135",1473,0.289758472559559,5.83480527555023,0,0.960545301555398,0.999950541728852,NA,NA,0.999950541728852,NA,-0.568091350937689,1.14760829605681
"PMG11_00136",378,0.335330479696701,4.8470009556116,0,0.926776472464524,0.999950541728852,NA,NA,0.999950541728852,NA,-0.695112148143382,1.36577310753678
"PMG11_00137",2079,-0.0494439411491276,5.42744649894064,0,0.994805417232922,0.999950541728852,NA,NA,0.999950541728852,NA,-0.895414356476159,0.796526474177903
"PMG11_00138",414,0.0987085427085272,5.07980273550862,0,0.981884752829214,0.999950541728852,NA,NA,0.999950541728852,NA,-0.934543460843964,1.13196054626102
"PMG11_00139",1710,-1.13747148790469,6.34096888255905,-0.389025221105457,0.355774073148443,0.999950541728852,NA,NA,0.999950541728852,NA,-2.00131728006976,-0.273625695739628
"PMG11_00140",2394,-1.14327318657019,5.51134244531103,-0.423861194955746,0.343547459607509,0.999950541728852,NA,NA,0.999950541728852,NA,-1.96958242659967,-0.316963946540716
"PMG11_00141",1884,0.182822154310251,5.90970820282751,0,0.985697468094638,0.999950541728852,NA,NA,0.999950541728852,NA,-0.565150891484308,0.930795200104809
"PMG11_00142",1452,0.203793343230804,6.37774368805242,0,0.981188539259898,0.999950541728852,NA,NA,0.999950541728852,NA,-0.577190947856071,0.984777634317679
"PMG11_00143",306,0.438254090982528,3.50522755871114,0,0.855465474760205,0.999950541728852,NA,NA,0.999950541728852,NA,-0.833607075421128,1.71011525738618
"PMG11_00144",1329,2.04539320783818,4.57568584835586,2.32232996695643,0.0297957427559243,0.3570233436602,NA,NA,0.3570233436602,NA,0.944976704840045,3.14580971083631
"PMG11_00145",357,1.5556149418273,3.3337425487108,1.02420559115183,0.174175249991007,0.994524348270472,NA,NA,0.994524348270472,NA,0.229478769500276,2.88175111415432
"PMG11_00146",906,0.231013422509827,2.60438940077841,0,0.906443894126607,0.999950541728852,NA,NA,0.999950541728852,NA,-1.50961539283985,1.9716422378595
"PMG11_00147",1971,-3.12472885930123,1.98583224563707,-1.17849257627124,0.172503576779073,0.988565273547043,NA,NA,0.988565273547043,NA,-7.53208365310332,1.28262593450086
"PMG11_00148",828,-1.43146507015398,5.01159813740234,-1.13602031882108,0.149894185102003,0.925675208836217,NA,NA,0.925675208836217,NA,-2.35992013663776,-0.503010003670193
"PMG11_00149",1281,0.0802063208272887,10.4009827235345,0,0.99425602717642,0.999950541728852,NA,NA,0.999950541728852,NA,-0.66900082978988,0.829413471444457
"PMG11_00150",2640,-0.759421974793727,7.60776194016175,0,0.698890066556233,0.999950541728852,NA,NA,0.999950541728852,NA,-1.85245039105068,0.333606441463226
"PMG11_00151",942,2.27387303969796,4.74134732228536,2.30976895150643,0.0305618578069893,0.362270827239627,NA,NA,0.362270827239627,NA,0.925658662019812,3.6220874173761
"PMG11_00152",720,-1.2593810166574,2.36899357233474,-0.319387058138786,0.395997760852439,0.999950541728852,NA,NA,0.999950541728852,NA,-3.24466309053217,0.725901057217365
"PMG11_00154",2469,0.817593453005154,2.45737537880615,0,0.617937074232747,0.999950541728852,NA,NA,0.999950541728852,NA,-1.11775651625059,2.75294342226089
"PMG11_00159",777,2.32533463586646,3.14501252041594,0.942230218390532,0.219056787719528,0.999950541728852,NA,NA,0.999950541728852,NA,-1.11317199758247,5.7638412693154
"PMG11_00161",582,1.19534997993036,4.97737337409239,0.431336227529523,0.342030705335086,0.999950541728852,NA,NA,0.999950541728852,NA,0.0882195635103078,2.30248039635041
"PMG11_00162",1248,0.475690848990387,7.13869832758351,0,0.919798295850415,0.999950541728852,NA,NA,0.999950541728852,NA,-0.334823445265783,1.28620514324656
"PMG11_00163",978,1.55172508383011,6.0370127935666,1.61687554435917,0.0785633189095004,0.633022508476093,NA,NA,0.633022508476093,NA,0.717568687796537,2.38588147986367
"PMG11_00164",549,0.666959586517303,4.8216124971149,0,0.733932565287709,0.999950541728852,NA,NA,0.999950541728852,NA,-0.625045708327784,1.95896488136239
"PMG11_00165",3894,-0.605594070159509,7.97936658808858,0,0.818010923937159,0.999950541728852,NA,NA,0.999950541728852,NA,-1.60464874893214,0.393460608613125
"PMG11_00166",1011,-0.0886007341523669,4.53229441284324,0,0.961281610019761,0.999950541728852,NA,NA,0.999950541728852,NA,-2.1800452069635,2.00284373865877
"PMG11_00167",675,1.77967935368514,2.77682310643797,0.592851768308488,0.326820635132318,0.999950541728852,NA,NA,0.999950541728852,NA,-1.43524872366537,4.99460743103566
"PMG11_00168",3003,0.451752181414687,5.4175872954866,0,0.928358590269628,0.999950541728852,NA,NA,0.999950541728852,NA,-0.355721997229862,1.25922636005924
"PMG11_00169",1653,-0.379319592788315,6.36468589158641,0,0.955568262449471,0.999950541728852,NA,NA,0.999950541728852,NA,-1.14098790563785,0.382348720061218
"PMG11_00170",3342,0.492195596580801,7.02945161230889,0,0.914196888356721,0.999950541728852,NA,NA,0.999950541728852,NA,-0.316815186683886,1.30120637984549
"PMG11_00172",2778,-0.716075613565378,7.6084188787358,0,0.776516748667016,0.999950541728852,NA,NA,0.999950541728852,NA,-1.57482696461485,0.14267573748409
"PMG11_00173",1197,-0.495589001183345,5.14471815122432,0,0.840967215145141,0.999950541728852,NA,NA,0.999950541728852,NA,-1.68533900374916,0.694161001382472
"PMG11_00174",1464,-0.248342615054635,5.40493174321754,0,0.974955059314754,0.999950541728852,NA,NA,0.999950541728852,NA,-1.0360291867484,0.53934395663913
"PMG11_00175",705,-0.543460019534414,5.10803369943982,0,0.895976983227685,0.999950541728852,NA,NA,0.999950541728852,NA,-1.34140770208661,0.254487663017782
"PMG11_00176",639,-0.449795108063502,6.45861183457654,0,0.943018389208457,0.999950541728852,NA,NA,0.999950541728852,NA,-1.18496132295294,0.285371106825934
"PMG11_00177",1845,0.480441878354791,4.15005614400359,0,0.860845850865462,0.999950541728852,NA,NA,0.999950541728852,NA,-0.628055442803886,1.58893919951347
"PMG11_00178",2643,-0.152592625946611,4.83467048066993,0,0.972225711872554,0.999950541728852,NA,NA,0.999950541728852,NA,-1.17104346647264,0.865858214579421
"PMG11_00179",465,-0.74019157385261,5.017807942697,0,0.773468188073255,0.999950541728852,NA,NA,0.999950541728852,NA,-1.53537050381336,0.0549873561081351
"PMG11_00180",1398,-1.7904521203862,4.26694289126348,-0.537619328273166,0.358198400698955,0.999950541728852,NA,NA,0.999950541728852,NA,-5.38465048297732,1.80374624220493
"PMG11_00181",1053,-0.192998680188384,4.56297751221729,0,0.967181888257774,0.999950541728852,NA,NA,0.999950541728852,NA,-1.17114668834311,0.785149327966342
"PMG11_00182",1098,1.61975765229724,2.16695032026101,0.825780525437069,0.226645191022573,0.999950541728852,NA,NA,0.999950541728852,NA,-0.214915088433517,3.45443039302801
"PMG11_00183",1038,0.623095970267238,5.73815195236464,0,0.849938240198639,0.999950541728852,NA,NA,0.999950541728852,NA,-0.195037357049437,1.44122929758391
"PMG11_00184",411,0.281933797387959,5.48318693522949,0,0.944057005631615,0.999950541728852,NA,NA,0.999950541728852,NA,-0.728643596455236,1.29251119123115
"PMG11_00185",1191,2.81347018663119,1.57440311268701,2.13819386265305,0.0401196015391701,0.431370942428975,NA,NA,0.431370942428975,NA,0.740158056066738,4.88678231719564
"PMG11_00186",1911,4.13819540527218,4.01638247534015,5.18897461656914,0.0010773060365659,0.0560697104920829,NA,NA,0.0560697104920829,NA,2.65976875322724,5.61662205731711
"PMG11_00187",2004,2.03176704031115,2.79637732399015,1.42836900578048,0.104285931223067,0.751795149902776,NA,NA,0.751795149902776,NA,0.265962701792044,3.79757137883025
"PMG11_00188",1068,2.31174865070819,1.34355843308773,1.5248503226057,0.0931715210564421,0.700253363786758,NA,NA,0.700253363786758,NA,0.208818937962901,4.41467836345347
"PMG11_00189",1152,1.18324856095802,4.80604219230048,0.327965386141348,0.380945787914557,0.999950541728852,NA,NA,0.999950541728852,NA,-0.182635728571192,2.54913285048723
"PMG11_00190",906,-1.54998526571035,2.69303924284745,-0.948645935641968,0.191910996043169,0.999950541728852,NA,NA,0.999950541728852,NA,-2.96724109351197,-0.132729437908721
"PMG11_00192",672,1.25608987041883,3.64382637120425,0.481777527037513,0.326166445217172,0.999950541728852,NA,NA,0.999950541728852,NA,-0.0433231357978507,2.55550287663551
"PMG11_00193",942,3.57057328918283,4.80400808199513,4.93054167706001,0.00135945395111426,0.0641996676058291,NA,NA,0.0641996676058291,NA,2.29608249332141,4.84506408504425
"PMG11_00194",1683,1.25403780255495,4.29360641783102,0.188978299884248,0.500360029925928,0.999950541728852,NA,NA,0.999950541728852,NA,-2.03211502365577,4.54019062876567
"PMG11_00195",273,-0.441001523457385,0.792346685146525,0,0.80243726062223,0.999950541728852,NA,NA,0.999950541728852,NA,-2.98659627588947,2.1045932289747
"PMG11_00196",1281,0.936200486895925,4.52551104635921,0,0.557085700000782,0.999950541728852,NA,NA,0.999950541728852,NA,-0.150710122714778,2.02311109650663
"PMG11_00197",873,-1.5528550601619,1.36155673648623,-0.717183329021098,0.258094710294841,0.999950541728852,NA,NA,0.999950541728852,NA,-3.43729565056467,0.331585530240867
"PMG11_00198",1965,-0.593969421546412,8.391045139946,0,0.846520932931889,0.999950541728852,NA,NA,0.999950541728852,NA,-1.49322710322982,0.305288260137
"PMG11_00199",888,-0.190511058995495,7.17269519378322,0,0.988834058109808,0.999950541728852,NA,NA,0.999950541728852,NA,-0.87603755774528,0.495015439754291
"PMG11_00200",2151,0.85924484724783,5.85821318002435,0,0.64945785099154,0.999950541728852,NA,NA,0.999950541728852,NA,-0.000856655708048049,1.71934635020371
